Term,Translate,Context,Reference,Comment
Portal.Enum.CompatibilityType.PropertyList,ערך 'PropertyList' ריק,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.SystemMemory,ערך לא חוקי 'SystemMemory',,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.SystemBattery,ערך 'SystemBattery' לא חוקי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.SystemGraphic,ערך 'SystemGraphic' לא חוקי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.SystemNetwork,ערך 'SystemNetwork' לא חוקי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.SystemStorage,ערך 'SystemStorage' לא חוקי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.InvalidContact,ערך 'Contact' אינו 'כתובת אתר' או 'כתובת דואר',,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.EmptyCompatible,הקובץ 'SucroseCompatible.json' ריק,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.EmptyProperties,הקובץ 'SucroseProperties.json' ריק,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.SystemProcessor,ערך לא חוקי 'SystemProcessor',,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.InvalidExtension,סיומת קובץ לא חוקית,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.PropertyListener,ערך 'PropertyListener' לא חוקי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.InvalidCompatible,הקובץ 'SucroseCompatible.json' אינו חוקי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.InvalidProperties,הקובץ 'SucroseProperties.json' אינו חוקי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.SystemMotherboard,ערך 'SystemMotherboard' לא חוקי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.PropertyLocalization,ערך 'PropertyLocalization' לא חוקי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.UnforeseenConsequences,השלכות בלתי צפויות,,Portal\Enum\Portal.Enum.HE.xaml,
Base64⦙3,ICAgIDxSZXNvdXJjZURpY3Rpb25hcnkuTWVyZ2VkRGljdGlvbmFyaWVzPg0KICAgICAgICA8UmVzb3VyY2VEaWN0aW9uYXJ5IFNvdXJjZT0iRnVsbExpYnJhcnlQYWdlL1BvcnRhbC5GdWxsTGlicmFyeVBhZ2UuSEUueGFtbCIgLz4NCiAgICAgICAgPFJlc291cmNlRGljdGlvbmFyeSBTb3VyY2U9IkVtcHR5TGlicmFyeVBhZ2UvUG9ydGFsLkVtcHR5TGlicmFyeVBhZ2UuSEUueGFtbCIgLz4NCiAgICAgICAgPFJlc291cmNlRGljdGlvbmFyeSBTb3VyY2U9IlNlYXJjaExpYnJhcnlQYWdlL1BvcnRhbC5TZWFyY2hMaWJyYXJ5UGFnZS5IRS54YW1sIiAvPg0KICAgIDwvUmVzb3VyY2VEaWN0aW9uYXJ5Lk1lcmdlZERpY3Rpb25hcmllcz4=,Don't Touch,Portal\LibraryPage\Portal.LibraryPage.HE.xaml,Please don't touch the translation in this line.
PASS⦙68,PASS⦙68,Don't Touch,Portal\LibraryPage\Portal.LibraryPage.HE.xaml,Please don't touch the translation in this line.
Portal.LibraryPage.Title,LibraryPage,,Portal\LibraryPage\Portal.LibraryPage.HE.xaml,
PASS⦙69,PASS⦙69,Don't Touch,Portal\LibraryPage\Portal.LibraryPage.HE.xaml,Please don't touch the translation in this line.
Portal.LibraryPage.Import.Successful,הנושא '{0}' נוסף בהצלחה לספרייה.,,Portal\LibraryPage\Portal.LibraryPage.HE.xaml,
Portal.LibraryPage.Import.Unsuccessful,לא ניתן להוסיף את ערכת הנושא '{0}' לספרייה. סיבה: '{1}'.,,Portal\LibraryPage\Portal.LibraryPage.HE.xaml,
Portal.MainWindow.Title,Sucrose Wallpaper Engine,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
PASS⦙70,PASS⦙70,Don't Touch,Portal\MainWindow\Portal.MainWindow.HE.xaml,Please don't touch the translation in this line.
Portal.MainWindow.MenuHelp,עֶזרָה,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
Portal.MainWindow.MenuAbout,אוֹדוֹת,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
PASS⦙71,PASS⦙71,Don't Touch,Portal\MainWindow\Portal.MainWindow.HE.xaml,Please don't touch the translation in this line.
Portal.MainWindow.MenuHelpTip,הצג עזרה,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
Portal.MainWindow.MenuAboutTip,על צפייה,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
PASS⦙72,PASS⦙72,Don't Touch,Portal\MainWindow\Portal.MainWindow.HE.xaml,Please don't touch the translation in this line.
Portal.MainWindow.MenuStore,מרכז קניות,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
Portal.MainWindow.MenuLibrary,סִפְרִיָה,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
PASS⦙73,PASS⦙73,Don't Touch,Portal\MainWindow\Portal.MainWindow.HE.xaml,Please don't touch the translation in this line.
Portal.MainWindow.MenuStoreTip,חנות נושא,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
Portal.MainWindow.MenuLibraryTip,ספריית נושאים,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
PASS⦙74,PASS⦙74,Don't Touch,Portal\MainWindow\Portal.MainWindow.HE.xaml,Please don't touch the translation in this line.
Portal.MainWindow.MenuOther,אַחֵר,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
Portal.MainWindow.MenuDonate,תְרוּמָה,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
Portal.MainWindow.MenuSystem,מַעֲרֶכֶת,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
Portal.MainWindow.MenuGeneral,כְּלָלִי,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
Portal.MainWindow.MenuPremium,חנות פרימיום,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
Portal.MainWindow.MenuPersonal,אִישִׁי,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
Portal.MainWindow.MenuWallpaper,טָפֵּט,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
Portal.MainWindow.MenuPerformance,ביצועים,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
PASS⦙75,PASS⦙75,Don't Touch,Portal\MainWindow\Portal.MainWindow.HE.xaml,Please don't touch the translation in this line.
Portal.MainWindow.MenuBackTip,לַחֲזוֹר,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
Portal.MainWindow.MenuOtherTip,הגדרות אחרות,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
Portal.MainWindow.MenuDonateTip,הגדרות תרומה,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
Portal.MainWindow.MenuSystemTip,הגדרות מערכת,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
Portal.MainWindow.MenuGeneralTip,הגדרות כלליות,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
Portal.MainWindow.MenuPersonalTip,הגדרות אישיות,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
Portal.MainWindow.MenuWallpaperTip,הגדרות טפט,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
Portal.MainWindow.MenuPerformanceTip,הגדרות ביצועים,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
PASS⦙76,PASS⦙76,Don't Touch,Portal\MainWindow\Portal.MainWindow.HE.xaml,Please don't touch the translation in this line.
Portal.MainWindow.MenuSettingTip,הגדרות,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
PASS⦙77,PASS⦙77,Don't Touch,Portal\MainWindow\Portal.MainWindow.HE.xaml,Please don't touch the translation in this line.
Portal.MainWindow.SearchBoxHint,חפש טפט,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
PASS⦙78,PASS⦙78,Don't Touch,Portal\MainWindow\Portal.MainWindow.HE.xaml,Please don't touch the translation in this line.
Portal.MainWindow.SearchBoxTip,מתקשים למצוא את מה שאתם צריכים?,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
PASS⦙79,PASS⦙79,Don't Touch,Portal\MainWindow\Portal.MainWindow.HE.xaml,Please don't touch the translation in this line.
Portal.MainWindow.MenuDarkTip,נושא אפל,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
Portal.MainWindow.MenuLightTip,נושא זוהר,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
PASS⦙80,PASS⦙80,Don't Touch,Portal\MainWindow\Portal.MainWindow.HE.xaml,Please don't touch the translation in this line.
Portal.MainWindow.MenuOtherOptionsTip,אפשרויות אחרות,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
Portal.MainWindow.MenuPremiumStoreTip,חנות נושאים פרימיום,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
Portal.MainWindow.MenuDonateOptionsTip,אפשרויות תרומה,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
Portal.MainWindow.MenuCreateWallpaperTip,צור טפט,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
Portal.MainWindow.MenuWallpaperCyclingTip,מחזור טפטים,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
Portal.MainWindow.MenuDisplayPreferencesTip,העדפות תצוגה,,Portal\MainWindow\Portal.MainWindow.HE.xaml,
Base64⦙4,ICAgIDxSZXNvdXJjZURpY3Rpb25hcnkuTWVyZ2VkRGljdGlvbmFyaWVzPg0KICAgICAgICA8UmVzb3VyY2VEaWN0aW9uYXJ5IFNvdXJjZT0iT3RoZXJTZXR0aW5nUGFnZS9Qb3J0YWwuT3RoZXJTZXR0aW5nUGFnZS5IRS54YW1sIiAvPg0KICAgICAgICA8UmVzb3VyY2VEaWN0aW9uYXJ5IFNvdXJjZT0iRG9uYXRlU2V0dGluZ1BhZ2UvUG9ydGFsLkRvbmF0ZVNldHRpbmdQYWdlLkhFLnhhbWwiIC8+DQogICAgICAgIDxSZXNvdXJjZURpY3Rpb25hcnkgU291cmNlPSJTeXN0ZW1TZXR0aW5nUGFnZS9Qb3J0YWwuU3lzdGVtU2V0dGluZ1BhZ2UuSEUueGFtbCIgLz4NCiAgICAgICAgPFJlc291cmNlRGljdGlvbmFyeSBTb3VyY2U9IkdlbmVyYWxTZXR0aW5nUGFnZS9Qb3J0YWwuR2VuZXJhbFNldHRpbmdQYWdlLkhFLnhhbWwiIC8+DQogICAgICAgIDxSZXNvdXJjZURpY3Rpb25hcnkgU291cmNlPSJQZXJzb25hbFNldHRpbmdQYWdlL1BvcnRhbC5QZXJzb25hbFNldHRpbmdQYWdlLkhFLnhhbWwiIC8+DQogICAgICAgIDxSZXNvdXJjZURpY3Rpb25hcnkgU291cmNlPSJXYWxscGFwZXJTZXR0aW5nUGFnZS9Qb3J0YWwuV2FsbHBhcGVyU2V0dGluZ1BhZ2UuSEUueGFtbCIgLz4NCiAgICAgICAgPFJlc291cmNlRGljdGlvbmFyeSBTb3VyY2U9IlBlcmZvcm1hbmNlU2V0dGluZ1BhZ2UvUG9ydGFsLlBlcmZvcm1hbmNlU2V0dGluZ1BhZ2UuSEUueGFtbCIgLz4NCiAgICA8L1Jlc291cmNlRGljdGlvbmFyeS5NZXJnZWREaWN0aW9uYXJpZXM+,Don't Touch,Portal\SettingPage\Portal.SettingPage.HE.xaml,Please don't touch the translation in this line.
Base64⦙5,ICAgIDxSZXNvdXJjZURpY3Rpb25hcnkuTWVyZ2VkRGljdGlvbmFyaWVzPg0KICAgICAgICA8UmVzb3VyY2VEaWN0aW9uYXJ5IFNvdXJjZT0iRnVsbFN0b3JlUGFnZS9Qb3J0YWwuRnVsbFN0b3JlUGFnZS5IRS54YW1sIiAvPg0KICAgICAgICA8UmVzb3VyY2VEaWN0aW9uYXJ5IFNvdXJjZT0iQnJva2VuU3RvcmVQYWdlL1BvcnRhbC5Ccm9rZW5TdG9yZVBhZ2UuSEUueGFtbCIgLz4NCiAgICAgICAgPFJlc291cmNlRGljdGlvbmFyeSBTb3VyY2U9IlNlYXJjaFN0b3JlUGFnZS9Qb3J0YWwuU2VhcmNoU3RvcmVQYWdlLkhFLnhhbWwiIC8+DQogICAgICAgIDxSZXNvdXJjZURpY3Rpb25hcnkgU291cmNlPSJVbmtub3duU3RvcmVQYWdlL1BvcnRhbC5Vbmtub3duU3RvcmVQYWdlLkhFLnhhbWwiIC8+DQogICAgPC9SZXNvdXJjZURpY3Rpb25hcnkuTWVyZ2VkRGljdGlvbmFyaWVzPg==,Don't Touch,Portal\StorePage\Portal.StorePage.HE.xaml,Please don't touch the translation in this line.
PASS⦙81,PASS⦙81,Don't Touch,Portal\StorePage\Portal.StorePage.HE.xaml,Please don't touch the translation in this line.
Portal.StorePage.Title,StorePage,,Portal\StorePage\Portal.StorePage.HE.xaml,
Portal.DisplayPreferences.Close,לִסְגוֹר,,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.HE.xaml,
Portal.DisplayPreferences.Title,העדפות תצוגה,,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.HE.xaml,
PASS⦙82,PASS⦙82,Don't Touch,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.HE.xaml,Please don't touch the translation in this line.
Portal.DisplayPreferences.Expander,מצב מיקום,,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.HE.xaml,
Portal.DisplayPreferences.Expander.Description,כיצד להחיל טפטים על מסכים פעילים.,,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.HE.xaml,
PASS⦙83,PASS⦙83,Don't Touch,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.HE.xaml,Please don't touch the translation in this line.
Portal.DisplayPreferences.Screen,מסך נבחר בלבד,,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.HE.xaml,
PASS⦙84,PASS⦙84,Don't Touch,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.HE.xaml,Please don't touch the translation in this line.
Portal.DisplayPreferences.Expand,הרחבה בין מסכים,,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.HE.xaml,
PASS⦙85,PASS⦙85,Don't Touch,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.HE.xaml,Please don't touch the translation in this line.
Portal.DisplayPreferences.Expand.Monitor,כל המוניטורים,,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.HE.xaml,
PASS⦙86,PASS⦙86,Don't Touch,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.HE.xaml,Please don't touch the translation in this line.
Portal.DisplayPreferences.Expand.Hint,בחר מצב מתיחה בין מסכים,,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.HE.xaml,
PASS⦙87,PASS⦙87,Don't Touch,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.HE.xaml,Please don't touch the translation in this line.
Portal.DisplayPreferences.Duplicate,שכפל את אותו טפט,,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.HE.xaml,
PASS⦙88,PASS⦙88,Don't Touch,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.HE.xaml,Please don't touch the translation in this line.
Portal.DisplayPreferences.Duplicate.Hint,בחר את אותו מצב שכפול טפטים,,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.HE.xaml,
Portal.ExpanderCard.TitleText,כּוֹתֶרֶת,,Portal\Controls\ExpanderCard\Portal.ExpanderCard.HE.xaml,
Portal.ExpanderCard.DescriptionText,הֶסבֵּר,,Portal\Controls\ExpanderCard\Portal.ExpanderCard.HE.xaml,
PASS⦙89,PASS⦙89,Don't Touch,Portal\Controls\ExpanderCard\Portal.ExpanderCard.HE.xaml,Please don't touch the translation in this line.
Portal.ExpanderCard.ExpandUpTip,הִתמוֹטְטוּת,,Portal\Controls\ExpanderCard\Portal.ExpanderCard.HE.xaml,
Portal.ExpanderCard.ExpandDownTip,לְהַרְחִיב,,Portal\Controls\ExpanderCard\Portal.ExpanderCard.HE.xaml,
Portal.LibraryCard.TitleText,כּוֹתֶרֶת,,Portal\Controls\LibraryCard\Portal.LibraryCard.HE.xaml,
Portal.LibraryCard.DescriptionText,הֶסבֵּר,,Portal\Controls\LibraryCard\Portal.LibraryCard.HE.xaml,
PASS⦙90,PASS⦙90,Don't Touch,Portal\Controls\LibraryCard\Portal.LibraryCard.HE.xaml,Please don't touch the translation in this line.
Portal.LibraryCard.MoreTip,יוֹתֵר,,Portal\Controls\LibraryCard\Portal.LibraryCard.HE.xaml,
Portal.LibraryCard.VersionTip,עדכן Sucrose כדי להשתמש בערכת נושא זה,,Portal\Controls\LibraryCard\Portal.LibraryCard.HE.xaml,
PASS⦙91,PASS⦙91,Don't Touch,Portal\Controls\LibraryCard\Portal.LibraryCard.HE.xaml,Please don't touch the translation in this line.
Portal.LibraryCard.MenuUse,לְהִשְׁתַמֵשׁ,,Portal\Controls\LibraryCard\Portal.LibraryCard.HE.xaml,
Portal.LibraryCard.MenuEdit,לַעֲרוֹך,,Portal\Controls\LibraryCard\Portal.LibraryCard.HE.xaml,
Portal.LibraryCard.MenuFind,לִמצוֹא,,Portal\Controls\LibraryCard\Portal.LibraryCard.HE.xaml,
Portal.LibraryCard.MenuShare,לַחֲלוֹק,,Portal\Controls\LibraryCard\Portal.LibraryCard.HE.xaml,
Portal.LibraryCard.MenuDelete,לִמְחוֹק,,Portal\Controls\LibraryCard\Portal.LibraryCard.HE.xaml,
Portal.LibraryCard.MenuReview,סְקִירָה,,Portal\Controls\LibraryCard\Portal.LibraryCard.HE.xaml,
Portal.LibraryCard.MenuPreview,תצוגה מקדימה,,Portal\Controls\LibraryCard\Portal.LibraryCard.HE.xaml,
Portal.LibraryCard.MenuCustomize,להתאים אישית,,Portal\Controls\LibraryCard\Portal.LibraryCard.HE.xaml,
Portal.LibraryCard.MenuCyclingAdd,הוסף ללולאה,,Portal\Controls\LibraryCard\Portal.LibraryCard.HE.xaml,
Portal.LibraryCard.MenuCyclingRemove,הסר מהלולאה,,Portal\Controls\LibraryCard\Portal.LibraryCard.HE.xaml,
PASS⦙92,PASS⦙92,Don't Touch,Portal\Controls\LibraryCard\Portal.LibraryCard.HE.xaml,Please don't touch the translation in this line.
Portal.LibraryCard.Closed,סָגוּר,,Portal\Controls\LibraryCard\Portal.LibraryCard.HE.xaml,
Portal.LibraryCard.Paused,נֶעצָר,,Portal\Controls\LibraryCard\Portal.LibraryCard.HE.xaml,
PASS⦙93,PASS⦙93,Don't Touch,Portal\Controls\LibraryCard\Portal.LibraryCard.HE.xaml,Please don't touch the translation in this line.
Portal.LibraryCard.Selected,נִבחָר,,Portal\Controls\LibraryCard\Portal.LibraryCard.HE.xaml,
PASS⦙94,PASS⦙94,Don't Touch,Portal\Controls\LibraryCard\Portal.LibraryCard.HE.xaml,Please don't touch the translation in this line.
Portal.LibraryCard.Incompatible,מְנוּגָד,,Portal\Controls\LibraryCard\Portal.LibraryCard.HE.xaml,
Portal.OtherAbout.Close,לִסְגוֹר,,Portal\Controls\OtherAbout\Portal.OtherAbout.HE.xaml,
Portal.OtherAbout.Title,אוֹדוֹת,,Portal\Controls\OtherAbout\Portal.OtherAbout.HE.xaml,
PASS⦙95,PASS⦙95,Don't Touch,Portal\Controls\OtherAbout\Portal.OtherAbout.HE.xaml,Please don't touch the translation in this line.
Portal.OtherAbout.About,"שלום, שמי Bayram Emekli, אני מוכר גם בשם המשתמש Taiizor. אני המפתח של אפליקציית Sucrose Wallpaper Engine החינמית והפתוחה. תודה על השימוש באפליקציה שפיתחתי.",,Portal\Controls\OtherAbout\Portal.OtherAbout.HE.xaml,
PASS⦙96,PASS⦙96,Don't Touch,Portal\Controls\OtherAbout\Portal.OtherAbout.HE.xaml,Please don't touch the translation in this line.
Portal.OtherAbout.Update,גרסה: v{0},,Portal\Controls\OtherAbout\Portal.OtherAbout.HE.xaml,
Portal.OtherAbout.Update.Description,בדיקה אחרונה: {0},,Portal\Controls\OtherAbout\Portal.OtherAbout.HE.xaml,
PASS⦙97,PASS⦙97,Don't Touch,Portal\Controls\OtherAbout\Portal.OtherAbout.HE.xaml,Please don't touch the translation in this line.
Portal.OtherAbout.Update.Notes,עדכן הערות,,Portal\Controls\OtherAbout\Portal.OtherAbout.HE.xaml,
PASS⦙98,PASS⦙98,Don't Touch,Portal\Controls\OtherAbout\Portal.OtherAbout.HE.xaml,Please don't touch the translation in this line.
Portal.OtherAbout.Partners,השותפים שלנו,,Portal\Controls\OtherAbout\Portal.OtherAbout.HE.xaml,
PASS⦙99,PASS⦙99,Don't Touch,Portal\Controls\OtherAbout\Portal.OtherAbout.HE.xaml,Please don't touch the translation in this line.
Portal.OtherAbout.Contributors,תורמים,,Portal\Controls\OtherAbout\Portal.OtherAbout.HE.xaml,
PASS⦙100,PASS⦙100,Don't Touch,Portal\Controls\OtherAbout\Portal.OtherAbout.HE.xaml,Please don't touch the translation in this line.
Portal.OtherAbout.TermsOfService,תנאים והגבלות,,Portal\Controls\OtherAbout\Portal.OtherAbout.HE.xaml,
PASS⦙101,PASS⦙101,Don't Touch,Portal\Controls\OtherAbout\Portal.OtherAbout.HE.xaml,Please don't touch the translation in this line.
Portal.OtherAbout.PrivacyPolicy,מדיניות פרטיות,,Portal\Controls\OtherAbout\Portal.OtherAbout.HE.xaml,
PASS⦙102,PASS⦙102,Don't Touch,Portal\Controls\OtherAbout\Portal.OtherAbout.HE.xaml,Please don't touch the translation in this line.
Portal.OtherAbout.CodeOfConduct,הסכם קהילה של אמנת התורמים,,Portal\Controls\OtherAbout\Portal.OtherAbout.HE.xaml,
Portal.OtherHelp.Close,לִסְגוֹר,,Portal\Controls\OtherHelp\Portal.OtherHelp.HE.xaml,
Portal.OtherHelp.Title,עֶזרָה,,Portal\Controls\OtherHelp\Portal.OtherHelp.HE.xaml,
PASS⦙103,PASS⦙103,Don't Touch,Portal\Controls\OtherHelp\Portal.OtherHelp.HE.xaml,Please don't touch the translation in this line.
Portal.OtherHelp.WebPage,אֲתַר אִינטֶרנֶט,,Portal\Controls\OtherHelp\Portal.OtherHelp.HE.xaml,
Portal.OtherHelp.WebPage.Description,אתר האינטרנט הרשמי של Sucrose Wallpaper Engine,,Portal\Controls\OtherHelp\Portal.OtherHelp.HE.xaml,
PASS⦙104,PASS⦙104,Don't Touch,Portal\Controls\OtherHelp\Portal.OtherHelp.HE.xaml,Please don't touch the translation in this line.
Portal.OtherHelp.Documentation,תיעוד,,Portal\Controls\OtherHelp\Portal.OtherHelp.HE.xaml,
Portal.OtherHelp.Documentation.Description,דף התיעוד הרשמי של Sucrose Wallpaper Engine,,Portal\Controls\OtherHelp\Portal.OtherHelp.HE.xaml,
PASS⦙105,PASS⦙105,Don't Touch,Portal\Controls\OtherHelp\Portal.OtherHelp.HE.xaml,Please don't touch the translation in this line.
Portal.OtherHelp.Repository,קוד מקור,,Portal\Controls\OtherHelp\Portal.OtherHelp.HE.xaml,
Portal.OtherHelp.Repository.Description,דף קוד המקור הרשמי של Sucrose Wallpaper Engine,,Portal\Controls\OtherHelp\Portal.OtherHelp.HE.xaml,
PASS⦙106,PASS⦙106,Don't Touch,Portal\Controls\OtherHelp\Portal.OtherHelp.HE.xaml,Please don't touch the translation in this line.
Portal.OtherHelp.Discussions,דיונים,,Portal\Controls\OtherHelp\Portal.OtherHelp.HE.xaml,
Portal.OtherHelp.Discussions.Description,דף הדיונים הרשמי של Sucrose Wallpaper Engine,,Portal\Controls\OtherHelp\Portal.OtherHelp.HE.xaml,
PASS⦙107,PASS⦙107,Don't Touch,Portal\Controls\OtherHelp\Portal.OtherHelp.HE.xaml,Please don't touch the translation in this line.
Portal.OtherHelp.Report,דווח על שגיאה,,Portal\Controls\OtherHelp\Portal.OtherHelp.HE.xaml,
Portal.OtherHelp.Report.Description,דף דיווח באגים רשמי של Sucrose Wallpaper Engine,,Portal\Controls\OtherHelp\Portal.OtherHelp.HE.xaml,
Portal.Pagination.PageJump,לְדַלֵג,,Portal\Controls\Pagination\Portal.Pagination.HE.xaml,
Portal.StoreCard.TitleText,כּוֹתֶרֶת,,Portal\Controls\StoreCard\Portal.StoreCard.HE.xaml,
Portal.StoreCard.DescriptionText,הֶסבֵּר,,Portal\Controls\StoreCard\Portal.StoreCard.HE.xaml,
PASS⦙108,PASS⦙108,Don't Touch,Portal\Controls\StoreCard\Portal.StoreCard.HE.xaml,Please don't touch the translation in this line.
Portal.StoreCard.VersionTip,עדכן Sucrose כדי להשתמש בערכת נושא זה,,Portal\Controls\StoreCard\Portal.StoreCard.HE.xaml,
PASS⦙109,PASS⦙109,Don't Touch,Portal\Controls\StoreCard\Portal.StoreCard.HE.xaml,Please don't touch the translation in this line.
Portal.StoreCard.MenuReport,דִוּוּחַ,,Portal\Controls\StoreCard\Portal.StoreCard.HE.xaml,
Portal.StoreCard.MenuUpdate,בדוק אם קיימים עדכונים,,Portal\Controls\StoreCard\Portal.StoreCard.HE.xaml,
Portal.StoreCard.MenuInstall,העלה,,Portal\Controls\StoreCard\Portal.StoreCard.HE.xaml,
Portal.StoreCard.MenuUpdating,מחפש עדכונים,,Portal\Controls\StoreCard\Portal.StoreCard.HE.xaml,
PASS⦙110,PASS⦙110,Don't Touch,Portal\Controls\StoreCard\Portal.StoreCard.HE.xaml,Please don't touch the translation in this line.
Portal.StoreCard.Incompatible,מְנוּגָד,,Portal\Controls\StoreCard\Portal.StoreCard.HE.xaml,
Portal.ThemeCreate.Title,יצירת ערכת נושא,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
PASS⦙111,PASS⦙111,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.Close,לִסְגוֹר,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.Create,לִיצוֹר,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.Creating,נוצר,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
PASS⦙112,PASS⦙112,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.Gif,ערכת Gif,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.Gif.Description,צור ערכת נושא משלך בסוג Gif.,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
PASS⦙113,PASS⦙113,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.Url,ערכת נושא של Url,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.Url.Description,צור ערכת נושא משלך של סוג Url.,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
PASS⦙114,PASS⦙114,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.Web,ערכת נושא Web,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.Web.Description,צור ערכת נושא משלך בז'אנר Web.,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
PASS⦙115,PASS⦙115,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,Please don't touch the translation in this line.
