Term,Translate,Context,Reference,Comment
Portal.Enum.CompatibilityType.SystemNetwork,قيمة 'SystemNetwork' غير صالحة,,Portal\Enum\Portal.Enum.AR.xaml,
Portal.Enum.CompatibilityType.SystemStorage,قيمة 'SystemStorage' غير صالحة,,Portal\Enum\Portal.Enum.AR.xaml,
Portal.Enum.CompatibilityType.InvalidContact,قيمة 'Contact' ليست 'URL' أو 'Email Address',,Portal\Enum\Portal.Enum.AR.xaml,
Portal.Enum.CompatibilityType.EmptyCompatible,ملف 'SucroseCompatible.json' فارغ,,Portal\Enum\Portal.Enum.AR.xaml,
Portal.Enum.CompatibilityType.EmptyProperties,ملف 'SucroseProperties.json' فارغ,,Portal\Enum\Portal.Enum.AR.xaml,
Portal.Enum.CompatibilityType.SystemProcessor,قيمة 'SystemProcessor' غير صالحة,,Portal\Enum\Portal.Enum.AR.xaml,
Portal.Enum.CompatibilityType.InvalidExtension,امتداد ملف غير صالح,,Portal\Enum\Portal.Enum.AR.xaml,
Portal.Enum.CompatibilityType.PropertyListener,قيمة 'PropertyListener' غير صالحة,,Portal\Enum\Portal.Enum.AR.xaml,
Portal.Enum.CompatibilityType.InvalidCompatible,ملف 'SucroseCompatible.json' غير صالح,,Portal\Enum\Portal.Enum.AR.xaml,
Portal.Enum.CompatibilityType.InvalidProperties,ملف 'SucroseProperties.json' غير صالح,,Portal\Enum\Portal.Enum.AR.xaml,
Portal.Enum.CompatibilityType.SystemMotherboard,قيمة 'SystemMotherboard' غير صالحة,,Portal\Enum\Portal.Enum.AR.xaml,
Portal.Enum.CompatibilityType.PropertyLocalization,قيمة 'PropertyLocalization' غير صالحة,,Portal\Enum\Portal.Enum.AR.xaml,
Portal.Enum.CompatibilityType.UnforeseenConsequences,عواقب غير متوقّعة,,Portal\Enum\Portal.Enum.AR.xaml,
Base64⦙3,ICAgIDxSZXNvdXJjZURpY3Rpb25hcnkuTWVyZ2VkRGljdGlvbmFyaWVzPg0KICAgICAgICA8UmVzb3VyY2VEaWN0aW9uYXJ5IFNvdXJjZT0iRnVsbExpYnJhcnlQYWdlL1BvcnRhbC5GdWxsTGlicmFyeVBhZ2UuQVIueGFtbCIgLz4NCiAgICAgICAgPFJlc291cmNlRGljdGlvbmFyeSBTb3VyY2U9IkVtcHR5TGlicmFyeVBhZ2UvUG9ydGFsLkVtcHR5TGlicmFyeVBhZ2UuQVIueGFtbCIgLz4NCiAgICAgICAgPFJlc291cmNlRGljdGlvbmFyeSBTb3VyY2U9IlNlYXJjaExpYnJhcnlQYWdlL1BvcnRhbC5TZWFyY2hMaWJyYXJ5UGFnZS5BUi54YW1sIiAvPg0KICAgIDwvUmVzb3VyY2VEaWN0aW9uYXJ5Lk1lcmdlZERpY3Rpb25hcmllcz4=,Don't Touch,Portal\LibraryPage\Portal.LibraryPage.AR.xaml,Please don't touch the translation in this line.
PASS⦙68,PASS⦙68,Don't Touch,Portal\LibraryPage\Portal.LibraryPage.AR.xaml,Please don't touch the translation in this line.
Portal.LibraryPage.Title,LibraryPage,,Portal\LibraryPage\Portal.LibraryPage.AR.xaml,
PASS⦙69,PASS⦙69,Don't Touch,Portal\LibraryPage\Portal.LibraryPage.AR.xaml,Please don't touch the translation in this line.
Portal.LibraryPage.Import.Successful,تمت إضافة السِمة '{0}' إلى المكتبة بنجاح.,,Portal\LibraryPage\Portal.LibraryPage.AR.xaml,
Portal.LibraryPage.Import.Unsuccessful,تعذّرت إضافة السِمة '{0}' إلى المكتبة. السبب: '{1}'.,,Portal\LibraryPage\Portal.LibraryPage.AR.xaml,
Portal.MainWindow.Title,Sucrose Wallpaper Engine,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
PASS⦙70,PASS⦙70,Don't Touch,Portal\MainWindow\Portal.MainWindow.AR.xaml,Please don't touch the translation in this line.
Portal.MainWindow.MenuHelp,مساعدة,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
Portal.MainWindow.MenuAbout,حول,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
PASS⦙71,PASS⦙71,Don't Touch,Portal\MainWindow\Portal.MainWindow.AR.xaml,Please don't touch the translation in this line.
Portal.MainWindow.MenuHelpTip,عرض المساعدة,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
Portal.MainWindow.MenuAboutTip,عرض حول,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
PASS⦙72,PASS⦙72,Don't Touch,Portal\MainWindow\Portal.MainWindow.AR.xaml,Please don't touch the translation in this line.
Portal.MainWindow.MenuStore,المتجر,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
Portal.MainWindow.MenuLibrary,المكتبة,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
PASS⦙73,PASS⦙73,Don't Touch,Portal\MainWindow\Portal.MainWindow.AR.xaml,Please don't touch the translation in this line.
Portal.MainWindow.MenuStoreTip,متجر السِمات,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
Portal.MainWindow.MenuLibraryTip,مكتبة السِمات,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
PASS⦙74,PASS⦙74,Don't Touch,Portal\MainWindow\Portal.MainWindow.AR.xaml,Please don't touch the translation in this line.
Portal.MainWindow.MenuOther,أخرى,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
Portal.MainWindow.MenuDonate,التبرّع,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
Portal.MainWindow.MenuSystem,النظام,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
Portal.MainWindow.MenuGeneral,عام,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
Portal.MainWindow.MenuPersonal,شخصي,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
Portal.MainWindow.MenuWallpaper,خلفية الشاشة,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
Portal.MainWindow.MenuPerformance,الأداء,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
PASS⦙75,PASS⦙75,Don't Touch,Portal\MainWindow\Portal.MainWindow.AR.xaml,Please don't touch the translation in this line.
Portal.MainWindow.MenuBackTip,العودة,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
Portal.MainWindow.MenuOtherTip,إعدادات أخرى,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
Portal.MainWindow.MenuDonateTip,إعدادات التبرّع,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
Portal.MainWindow.MenuSystemTip,إعدادات النظام,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
Portal.MainWindow.MenuGeneralTip,الإعدادات العامة,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
Portal.MainWindow.MenuPersonalTip,الإعدادات الشخصية,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
Portal.MainWindow.MenuWallpaperTip,إعدادات خلفية الشاشة,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
Portal.MainWindow.MenuPerformanceTip,إعدادات الأداء,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
PASS⦙76,PASS⦙76,Don't Touch,Portal\MainWindow\Portal.MainWindow.AR.xaml,Please don't touch the translation in this line.
Portal.MainWindow.MenuSettingTip,الإعدادات,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
PASS⦙77,PASS⦙77,Don't Touch,Portal\MainWindow\Portal.MainWindow.AR.xaml,Please don't touch the translation in this line.
Portal.MainWindow.SearchBoxHint,ابحث عن خلفية شاشة,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
PASS⦙78,PASS⦙78,Don't Touch,Portal\MainWindow\Portal.MainWindow.AR.xaml,Please don't touch the translation in this line.
Portal.MainWindow.SearchBoxTip,هل تواجه صعوبة في العثور على ما تحتاجه؟,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
PASS⦙79,PASS⦙79,Don't Touch,Portal\MainWindow\Portal.MainWindow.AR.xaml,Please don't touch the translation in this line.
Portal.MainWindow.MenuDarkTip,السِمة الداكنة,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
Portal.MainWindow.MenuLightTip,السِمة الفاتحة,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
PASS⦙80,PASS⦙80,Don't Touch,Portal\MainWindow\Portal.MainWindow.AR.xaml,Please don't touch the translation in this line.
Portal.MainWindow.MenuOtherOptionsTip,خيارات أخرى,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
Portal.MainWindow.MenuDonateOptionsTip,خيارات التبرّع,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
Portal.MainWindow.MenuCreateWallpaperTip,إنشاء خلفية شاشة,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
Portal.MainWindow.MenuWallpaperCyclingTip,تدوير خلفيات الشاشة,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
Portal.MainWindow.MenuDisplayPreferencesTip,تفضيلات الشاشة,,Portal\MainWindow\Portal.MainWindow.AR.xaml,
Base64⦙4,ICAgIDxSZXNvdXJjZURpY3Rpb25hcnkuTWVyZ2VkRGljdGlvbmFyaWVzPg0KICAgICAgICA8UmVzb3VyY2VEaWN0aW9uYXJ5IFNvdXJjZT0iT3RoZXJTZXR0aW5nUGFnZS9Qb3J0YWwuT3RoZXJTZXR0aW5nUGFnZS5BUi54YW1sIiAvPg0KICAgICAgICA8UmVzb3VyY2VEaWN0aW9uYXJ5IFNvdXJjZT0iRG9uYXRlU2V0dGluZ1BhZ2UvUG9ydGFsLkRvbmF0ZVNldHRpbmdQYWdlLkFSLnhhbWwiIC8+DQogICAgICAgIDxSZXNvdXJjZURpY3Rpb25hcnkgU291cmNlPSJTeXN0ZW1TZXR0aW5nUGFnZS9Qb3J0YWwuU3lzdGVtU2V0dGluZ1BhZ2UuQVIueGFtbCIgLz4NCiAgICAgICAgPFJlc291cmNlRGljdGlvbmFyeSBTb3VyY2U9IkdlbmVyYWxTZXR0aW5nUGFnZS9Qb3J0YWwuR2VuZXJhbFNldHRpbmdQYWdlLkFSLnhhbWwiIC8+DQogICAgICAgIDxSZXNvdXJjZURpY3Rpb25hcnkgU291cmNlPSJQZXJzb25hbFNldHRpbmdQYWdlL1BvcnRhbC5QZXJzb25hbFNldHRpbmdQYWdlLkFSLnhhbWwiIC8+DQogICAgICAgIDxSZXNvdXJjZURpY3Rpb25hcnkgU291cmNlPSJXYWxscGFwZXJTZXR0aW5nUGFnZS9Qb3J0YWwuV2FsbHBhcGVyU2V0dGluZ1BhZ2UuQVIueGFtbCIgLz4NCiAgICAgICAgPFJlc291cmNlRGljdGlvbmFyeSBTb3VyY2U9IlBlcmZvcm1hbmNlU2V0dGluZ1BhZ2UvUG9ydGFsLlBlcmZvcm1hbmNlU2V0dGluZ1BhZ2UuQVIueGFtbCIgLz4NCiAgICA8L1Jlc291cmNlRGljdGlvbmFyeS5NZXJnZWREaWN0aW9uYXJpZXM+,Don't Touch,Portal\SettingPage\Portal.SettingPage.AR.xaml,Please don't touch the translation in this line.
Base64⦙5,ICAgIDxSZXNvdXJjZURpY3Rpb25hcnkuTWVyZ2VkRGljdGlvbmFyaWVzPg0KICAgICAgICA8UmVzb3VyY2VEaWN0aW9uYXJ5IFNvdXJjZT0iRnVsbFN0b3JlUGFnZS9Qb3J0YWwuRnVsbFN0b3JlUGFnZS5BUi54YW1sIiAvPg0KICAgICAgICA8UmVzb3VyY2VEaWN0aW9uYXJ5IFNvdXJjZT0iQnJva2VuU3RvcmVQYWdlL1BvcnRhbC5Ccm9rZW5TdG9yZVBhZ2UuQVIueGFtbCIgLz4NCiAgICAgICAgPFJlc291cmNlRGljdGlvbmFyeSBTb3VyY2U9IlNlYXJjaFN0b3JlUGFnZS9Qb3J0YWwuU2VhcmNoU3RvcmVQYWdlLkFSLnhhbWwiIC8+DQogICAgICAgIDxSZXNvdXJjZURpY3Rpb25hcnkgU291cmNlPSJVbmtub3duU3RvcmVQYWdlL1BvcnRhbC5Vbmtub3duU3RvcmVQYWdlLkFSLnhhbWwiIC8+DQogICAgPC9SZXNvdXJjZURpY3Rpb25hcnkuTWVyZ2VkRGljdGlvbmFyaWVzPg==,Don't Touch,Portal\StorePage\Portal.StorePage.AR.xaml,Please don't touch the translation in this line.
PASS⦙81,PASS⦙81,Don't Touch,Portal\StorePage\Portal.StorePage.AR.xaml,Please don't touch the translation in this line.
Portal.StorePage.Title,StorePage,,Portal\StorePage\Portal.StorePage.AR.xaml,
Portal.DisplayPreferences.Close,إغلاق,,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.AR.xaml,
Portal.DisplayPreferences.Title,تفضيلات الشاشة,,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.AR.xaml,
PASS⦙82,PASS⦙82,Don't Touch,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.AR.xaml,Please don't touch the translation in this line.
Portal.DisplayPreferences.Expander,وضع التوزيع,,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.AR.xaml,
Portal.DisplayPreferences.Expander.Description,كيفية تطبيق خلفيات الشاشة على الشاشات النشطة.,,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.AR.xaml,
PASS⦙83,PASS⦙83,Don't Touch,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.AR.xaml,Please don't touch the translation in this line.
Portal.DisplayPreferences.Screen,الشاشة المحددة فقط,,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.AR.xaml,
PASS⦙84,PASS⦙84,Don't Touch,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.AR.xaml,Please don't touch the translation in this line.
Portal.DisplayPreferences.Expand,التوسيع عبر الشاشات,,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.AR.xaml,
PASS⦙85,PASS⦙85,Don't Touch,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.AR.xaml,Please don't touch the translation in this line.
Portal.DisplayPreferences.Expand.Monitor,جميع الشاشات,,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.AR.xaml,
PASS⦙86,PASS⦙86,Don't Touch,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.AR.xaml,Please don't touch the translation in this line.
Portal.DisplayPreferences.Expand.Hint,حدِّد وضع التوسيع عبر الشاشات,,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.AR.xaml,
PASS⦙87,PASS⦙87,Don't Touch,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.AR.xaml,Please don't touch the translation in this line.
Portal.DisplayPreferences.Duplicate,تكرار خلفية الشاشة نفسها,,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.AR.xaml,
PASS⦙88,PASS⦙88,Don't Touch,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.AR.xaml,Please don't touch the translation in this line.
Portal.DisplayPreferences.Duplicate.Hint,حدِّد وضع تكرار خلفية الشاشة نفسها,,Portal\Controls\DisplayPreferences\Portal.DisplayPreferences.AR.xaml,
Portal.ExpanderCard.TitleText,العنوان,,Portal\Controls\ExpanderCard\Portal.ExpanderCard.AR.xaml,
Portal.ExpanderCard.DescriptionText,الوصف,,Portal\Controls\ExpanderCard\Portal.ExpanderCard.AR.xaml,
PASS⦙89,PASS⦙89,Don't Touch,Portal\Controls\ExpanderCard\Portal.ExpanderCard.AR.xaml,Please don't touch the translation in this line.
Portal.ExpanderCard.ExpandUpTip,طيّ,,Portal\Controls\ExpanderCard\Portal.ExpanderCard.AR.xaml,
Portal.ExpanderCard.ExpandDownTip,توسيع,,Portal\Controls\ExpanderCard\Portal.ExpanderCard.AR.xaml,
Portal.LibraryCard.TitleText,العنوان,,Portal\Controls\LibraryCard\Portal.LibraryCard.AR.xaml,
Portal.LibraryCard.DescriptionText,الوصف,,Portal\Controls\LibraryCard\Portal.LibraryCard.AR.xaml,
PASS⦙90,PASS⦙90,Don't Touch,Portal\Controls\LibraryCard\Portal.LibraryCard.AR.xaml,Please don't touch the translation in this line.
Portal.LibraryCard.MoreTip,المزيد,,Portal\Controls\LibraryCard\Portal.LibraryCard.AR.xaml,
Portal.LibraryCard.VersionTip,حدِّث Sucrose لاستخدام هذه السِمة,,Portal\Controls\LibraryCard\Portal.LibraryCard.AR.xaml,
PASS⦙91,PASS⦙91,Don't Touch,Portal\Controls\LibraryCard\Portal.LibraryCard.AR.xaml,Please don't touch the translation in this line.
Portal.LibraryCard.MenuUse,استخدام,,Portal\Controls\LibraryCard\Portal.LibraryCard.AR.xaml,
Portal.LibraryCard.MenuEdit,تحرير,,Portal\Controls\LibraryCard\Portal.LibraryCard.AR.xaml,
Portal.LibraryCard.MenuFind,بحث,,Portal\Controls\LibraryCard\Portal.LibraryCard.AR.xaml,
Portal.LibraryCard.MenuShare,مشاركة,,Portal\Controls\LibraryCard\Portal.LibraryCard.AR.xaml,
Portal.LibraryCard.MenuDelete,حذف,,Portal\Controls\LibraryCard\Portal.LibraryCard.AR.xaml,
Portal.LibraryCard.MenuReview,مراجعة,,Portal\Controls\LibraryCard\Portal.LibraryCard.AR.xaml,
Portal.LibraryCard.MenuPreview,معاينة,,Portal\Controls\LibraryCard\Portal.LibraryCard.AR.xaml,
Portal.LibraryCard.MenuCustomize,تخصيص,,Portal\Controls\LibraryCard\Portal.LibraryCard.AR.xaml,
Portal.LibraryCard.MenuCyclingAdd,إضافة إلى الدورة,,Portal\Controls\LibraryCard\Portal.LibraryCard.AR.xaml,
Portal.LibraryCard.MenuCyclingRemove,إزالة من الدورة,,Portal\Controls\LibraryCard\Portal.LibraryCard.AR.xaml,
PASS⦙92,PASS⦙92,Don't Touch,Portal\Controls\LibraryCard\Portal.LibraryCard.AR.xaml,Please don't touch the translation in this line.
Portal.LibraryCard.Closed,مُغلَق,,Portal\Controls\LibraryCard\Portal.LibraryCard.AR.xaml,
Portal.LibraryCard.Paused,متوقّف مؤقّتًا,,Portal\Controls\LibraryCard\Portal.LibraryCard.AR.xaml,
PASS⦙93,PASS⦙93,Don't Touch,Portal\Controls\LibraryCard\Portal.LibraryCard.AR.xaml,Please don't touch the translation in this line.
Portal.LibraryCard.Selected,محدَّد,,Portal\Controls\LibraryCard\Portal.LibraryCard.AR.xaml,
PASS⦙94,PASS⦙94,Don't Touch,Portal\Controls\LibraryCard\Portal.LibraryCard.AR.xaml,Please don't touch the translation in this line.
Portal.LibraryCard.Incompatible,غير متوافق,,Portal\Controls\LibraryCard\Portal.LibraryCard.AR.xaml,
Portal.OtherAbout.Close,إغلاق,,Portal\Controls\OtherAbout\Portal.OtherAbout.AR.xaml,
Portal.OtherAbout.Title,حول,,Portal\Controls\OtherAbout\Portal.OtherAbout.AR.xaml,
PASS⦙95,PASS⦙95,Don't Touch,Portal\Controls\OtherAbout\Portal.OtherAbout.AR.xaml,Please don't touch the translation in this line.
Portal.OtherAbout.About,مرحبًا، اسمي Bayram Emekli، وأُعرف أيضًا باسم المستخدم Taiizor. أنا مطوّر تطبيق Sucrose Wallpaper Engine المجاني والمفتوح المصدر. شكرًا لك على استخدام تطبيقي.,,Portal\Controls\OtherAbout\Portal.OtherAbout.AR.xaml,
PASS⦙96,PASS⦙96,Don't Touch,Portal\Controls\OtherAbout\Portal.OtherAbout.AR.xaml,Please don't touch the translation in this line.
Portal.OtherAbout.Update,الإصدار: v{0},,Portal\Controls\OtherAbout\Portal.OtherAbout.AR.xaml,
Portal.OtherAbout.Update.Description,آخر تحقّق: {0},,Portal\Controls\OtherAbout\Portal.OtherAbout.AR.xaml,
PASS⦙97,PASS⦙97,Don't Touch,Portal\Controls\OtherAbout\Portal.OtherAbout.AR.xaml,Please don't touch the translation in this line.
Portal.OtherAbout.Update.Notes,ملاحظات الإصدار,,Portal\Controls\OtherAbout\Portal.OtherAbout.AR.xaml,
PASS⦙98,PASS⦙98,Don't Touch,Portal\Controls\OtherAbout\Portal.OtherAbout.AR.xaml,Please don't touch the translation in this line.
Portal.OtherAbout.Partners,شركاؤنا,,Portal\Controls\OtherAbout\Portal.OtherAbout.AR.xaml,
PASS⦙99,PASS⦙99,Don't Touch,Portal\Controls\OtherAbout\Portal.OtherAbout.AR.xaml,Please don't touch the translation in this line.
Portal.OtherAbout.Contributors,المساهمون,,Portal\Controls\OtherAbout\Portal.OtherAbout.AR.xaml,
PASS⦙100,PASS⦙100,Don't Touch,Portal\Controls\OtherAbout\Portal.OtherAbout.AR.xaml,Please don't touch the translation in this line.
Portal.OtherAbout.TermsOfService,شروط الخدمة,,Portal\Controls\OtherAbout\Portal.OtherAbout.AR.xaml,
PASS⦙101,PASS⦙101,Don't Touch,Portal\Controls\OtherAbout\Portal.OtherAbout.AR.xaml,Please don't touch the translation in this line.
Portal.OtherAbout.PrivacyPolicy,سياسة الخصوصية,,Portal\Controls\OtherAbout\Portal.OtherAbout.AR.xaml,
PASS⦙102,PASS⦙102,Don't Touch,Portal\Controls\OtherAbout\Portal.OtherAbout.AR.xaml,Please don't touch the translation in this line.
Portal.OtherAbout.CodeOfConduct,مدوّنة قواعد سلوك عهد المساهمين,,Portal\Controls\OtherAbout\Portal.OtherAbout.AR.xaml,
Portal.OtherHelp.Close,إغلاق,,Portal\Controls\OtherHelp\Portal.OtherHelp.AR.xaml,
Portal.OtherHelp.Title,مساعدة,,Portal\Controls\OtherHelp\Portal.OtherHelp.AR.xaml,
PASS⦙103,PASS⦙103,Don't Touch,Portal\Controls\OtherHelp\Portal.OtherHelp.AR.xaml,Please don't touch the translation in this line.
Portal.OtherHelp.WebPage,صفحة الويب,,Portal\Controls\OtherHelp\Portal.OtherHelp.AR.xaml,
Portal.OtherHelp.WebPage.Description,صفحة الويب الرسمية لـ Sucrose Wallpaper Engine,,Portal\Controls\OtherHelp\Portal.OtherHelp.AR.xaml,
PASS⦙104,PASS⦙104,Don't Touch,Portal\Controls\OtherHelp\Portal.OtherHelp.AR.xaml,Please don't touch the translation in this line.
Portal.OtherHelp.Documentation,التوثيق,,Portal\Controls\OtherHelp\Portal.OtherHelp.AR.xaml,
Portal.OtherHelp.Documentation.Description,صفحة التوثيق الرسمية لـ Sucrose Wallpaper Engine,,Portal\Controls\OtherHelp\Portal.OtherHelp.AR.xaml,
PASS⦙105,PASS⦙105,Don't Touch,Portal\Controls\OtherHelp\Portal.OtherHelp.AR.xaml,Please don't touch the translation in this line.
Portal.OtherHelp.Repository,الكود المصدري,,Portal\Controls\OtherHelp\Portal.OtherHelp.AR.xaml,
Portal.OtherHelp.Repository.Description,صفحة الكود المصدري الرسمية لـ Sucrose Wallpaper Engine,,Portal\Controls\OtherHelp\Portal.OtherHelp.AR.xaml,
PASS⦙106,PASS⦙106,Don't Touch,Portal\Controls\OtherHelp\Portal.OtherHelp.AR.xaml,Please don't touch the translation in this line.
Portal.OtherHelp.Discussions,المناقشات,,Portal\Controls\OtherHelp\Portal.OtherHelp.AR.xaml,
Portal.OtherHelp.Discussions.Description,صفحة المناقشات الرسمية لـ Sucrose Wallpaper Engine,,Portal\Controls\OtherHelp\Portal.OtherHelp.AR.xaml,
PASS⦙107,PASS⦙107,Don't Touch,Portal\Controls\OtherHelp\Portal.OtherHelp.AR.xaml,Please don't touch the translation in this line.
Portal.OtherHelp.Report,الإبلاغ عن مشكلة,,Portal\Controls\OtherHelp\Portal.OtherHelp.AR.xaml,
Portal.OtherHelp.Report.Description,صفحة الإبلاغ عن المشكلات الرسمية لـ Sucrose Wallpaper Engine,,Portal\Controls\OtherHelp\Portal.OtherHelp.AR.xaml,
Portal.Pagination.PageJump,انتقال,,Portal\Controls\Pagination\Portal.Pagination.AR.xaml,
Portal.StoreCard.TitleText,العنوان,,Portal\Controls\StoreCard\Portal.StoreCard.AR.xaml,
Portal.StoreCard.DescriptionText,الوصف,,Portal\Controls\StoreCard\Portal.StoreCard.AR.xaml,
PASS⦙108,PASS⦙108,Don't Touch,Portal\Controls\StoreCard\Portal.StoreCard.AR.xaml,Please don't touch the translation in this line.
Portal.StoreCard.VersionTip,حدِّث Sucrose لاستخدام هذه السِمة,,Portal\Controls\StoreCard\Portal.StoreCard.AR.xaml,
PASS⦙109,PASS⦙109,Don't Touch,Portal\Controls\StoreCard\Portal.StoreCard.AR.xaml,Please don't touch the translation in this line.
Portal.StoreCard.MenuReport,الإبلاغ,,Portal\Controls\StoreCard\Portal.StoreCard.AR.xaml,
Portal.StoreCard.MenuUpdate,التحقّق من التحديثات,,Portal\Controls\StoreCard\Portal.StoreCard.AR.xaml,
Portal.StoreCard.MenuInstall,تثبيت,,Portal\Controls\StoreCard\Portal.StoreCard.AR.xaml,
Portal.StoreCard.MenuUpdating,جارٍ التحقّق من التحديثات,,Portal\Controls\StoreCard\Portal.StoreCard.AR.xaml,
PASS⦙110,PASS⦙110,Don't Touch,Portal\Controls\StoreCard\Portal.StoreCard.AR.xaml,Please don't touch the translation in this line.
Portal.StoreCard.Incompatible,غير متوافق,,Portal\Controls\StoreCard\Portal.StoreCard.AR.xaml,
Portal.ThemeCreate.Title,إنشاء سِمة,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
PASS⦙111,PASS⦙111,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.Close,إغلاق,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.Create,إنشاء,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.Creating,جارٍ الإنشاء,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
PASS⦙112,PASS⦙112,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.Gif,سِمة GIF,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.Gif.Description,أنشئ سِمتك الخاصة بتنسيق GIF.,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
PASS⦙113,PASS⦙113,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.Url,سِمة URL,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.Url.Description,أنشئ سِمتك الخاصة بتنسيق URL.,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
PASS⦙114,PASS⦙114,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.Web,سِمة Web,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.Web.Description,أنشئ سِمتك الخاصة بتنسيق Web.,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
PASS⦙115,PASS⦙115,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.Video,سِمة فيديو,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.Video.Description,أنشئ سِمتك الخاصة بتنسيق الفيديو.,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
PASS⦙116,PASS⦙116,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.YouTube,سِمة YouTube,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.YouTube.Description,أنشئ سِمتك الخاصة بتنسيق YouTube.,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
PASS⦙117,PASS⦙117,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.Application,سِمة Application,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
